,sign,freq,city,format,state
1856,W207CS,89.30000000000001,"Pontiac, IL",Religious,IL
1857,W217AW,89.30000000000001,"Dalton, GA",Religious,GA
1858,WAII,89.30000000000001,"Hattiesburg, MS",Religious,MS
1859,WAJJ,89.30000000000001,"McKenzie, TN",Religious,TN
1860,WALN,89.30000000000001,"Carrollton, AL",Religious,AL
1861,WAMH,89.30000000000001,"Amherst, MA",College,MA
1862,WATU,89.30000000000001,"Port Gibson, MS",Religious,MS
1863,WBFJ,89.30000000000001,"Winston-Salem, NC",Christian Contemporary,NC
1864,WBJY,89.30000000000001,"Americus, GA",Religious,GA
1865,WBLD,89.30000000000001,"Orchard Lake, MI",Grade School (K-12),MI
1866,WCDV,89.30000000000001,"Lynn, MA",Spanish Christian,MA
1867,WCGM,89.30000000000001,"Columbus, PA",Christian Contemporary,PA
1868,WCGP,89.30000000000001,"Silver Creek, NY",Christian Contemporary,NY
1869,WCSB,89.30000000000001,"Cleveland, OH",College,OH
1870,WDLM,89.30000000000001,"East Moline, IL",Religious,IL
1871,WDWZ,89.30000000000001,"Andalusia, AL",Public Radio,AL
1872,WECC,89.30000000000001,"Folkston, GA",Christian Contemporary,GA
1873,WEQS,89.30000000000001,"Sparta, WI",Christian Contemporary,WI
1874,WFJS,89.30000000000001,"Freehold, NJ",Religious,NJ
1875,WFLJ,89.30000000000001,"Frostproof, FL",Religious,FL
1876,WFPL,89.30000000000001,"Louisville, KY",Public Radio,KY
1877,WGCF,89.30000000000001,"Paducah, KY",Religious,KY
1878,WGNB,89.30000000000001,"Zeeland, MI",Religious,MI
1879,WGNJ,89.30000000000001,"Saint Joseph, IL",Religious,IL
1880,WGSS,89.30000000000001,"Copiague, NY",Religious,NY
1881,WGSU,89.30000000000001,"Geneseo, NY",College,NY
1882,WHFR,89.30000000000001,"Dearborn, MI",Variety,MI
1883,WHSN,89.30000000000001,"Bangor, ME",College,ME
1884,WHWT,89.30000000000001,"Ironwood, MI",Unknown Format,MI
1885,WIKV,89.30000000000001,"Plymouth, IN",Christian Contemporary,IN
1886,WIMV,89.30000000000001,"Owingsville, KY",Christian Contemporary,KY
1887,WIPA,89.30000000000001,"Pittsfield, IL",Public Radio,IL
1888,WIRC,89.30000000000001,"Ely, MN",Public Radio,MN
1889,WJCS,89.30000000000001,"Allentown, PA",Religious,PA
1890,WJEL,89.30000000000001,"Indianapolis, IN",Grade School (K-12),IN
1891,WJIK,89.30000000000001,"Fulton, AL",Religious,AL
1892,WJKN,89.30000000000001,"Spring Arbor, MI",Christian Contemporary,MI
1893,WJVP,89.30000000000001,"Culebra, PR",Spanish Christian,PR
1894,WKFA,89.30000000000001,"Saint Catherine, FL",Religious,FL
1895,WKKC,89.30000000000001,"Chicago, IL",Urban Contemporary,IL
1896,WKRT,89.30000000000001,"Richmond, IN",Christian Contemporary,IN
1897,WKRW,89.30000000000001,"Wooster, OH",Public Radio,OH
1898,WLFJ,89.30000000000001,"Greenville, SC",Christian Contemporary,SC
1899,WLJP,89.30000000000001,"Monroe, NY",Christian Contemporary,NY
1900,WLRH,89.30000000000001,"Huntsville, AL",Public Radio,AL
1901,WMHN,89.30000000000001,"Webster, NY",Religious,NY
1902,WMKV,89.30000000000001,"Reading, OH",Nostalgia,OH
1903,WMKW,89.30000000000001,"Crossville, TN",Religious,TN
1904,WMSJ,89.30000000000001,"Freeport, ME",Christian Contemporary,ME
1905,WNEK,89.30000000000001,"Derby Center, VT",Unknown Format,VT
1906,WNJB,89.30000000000001,"Bridgeton, NJ",Christian Contemporary,NJ
1907,WNJY,89.30000000000001,"Netcong, NJ",Public Radio,NJ
1908,WNKJ,89.30000000000001,"Hopkinsville, KY",Religious,KY
1909,WNPN,89.30000000000001,"Newport, RI",Public Radio,RI
1910,WNSS,89.30000000000001,"Palm Coast, FL",Religious,FL
1911,WNUR,89.30000000000001,"Evanston, IL",College,IL
1912,WPFW,89.30000000000001,"Washington, DC",Public Radio,DC
1913,WPIO,89.30000000000001,"Titusville, FL",Religious,FL
1914,WPJN,89.30000000000001,"Jemison, AL",Christian Contemporary,AL
1915,WPMN,89.30000000000001,"Saxton, PA",Religious,PA
1916,WPNE,89.30000000000001,"Green Bay, WI",Public Radio,WI
1917,WPZR,89.30000000000001,"Emporia, VA",Christian Contemporary,VA
1918,WQED,89.30000000000001,"Pittsburgh, PA",Classical,PA
1919,WQPH,89.30000000000001,"Shirley, MA",Religious,MA
1920,WRDV,89.30000000000001,"Warminster, PA",Variety,PA
1921,WRFE,89.30000000000001,"Chesterfield, SC",Gospel Music,SC
1922,WRFG,89.30000000000001,"Atlanta, GA",Variety,GA
1923,WRKF,89.30000000000001,"Baton Rouge, LA",Public Radio,LA
1924,WRMB,89.30000000000001,"Boynton Beach, FL",Religious,FL
1925,WRTC,89.30000000000001,"Hartford, CT",College,CT
1926,WRTJ,89.30000000000001,"Coatesville, PA",Jazz,PA
1927,WRVH,89.30000000000001,"Clayton, NY",Public Radio,NY
1928,WSCI,89.30000000000001,"Charleston, SC",Public Radio,SC
1929,WSGG,89.30000000000001,"Norfolk, CT",Spanish Christian,CT
1930,WSHA,89.30000000000001,"South Charleston, WV",Christian Contemporary,WV
1931,WSHN,89.30000000000001,"Munising, MI",Christian Contemporary,MI
1932,WSKG,89.30000000000001,"Binghamton, NY",Public Radio,NY
1933,WSMB,89.30000000000001,"Harbor Beach, MI",Christian Contemporary,MI
1934,WSOE,89.30000000000001,"Elon, NC",College,NC
1935,WTEB,89.30000000000001,"New Bern, NC",Public Radio,NC
1936,WTHX,89.30000000000001,"Whitewater, WI",Unknown Format,WI
1937,WTLI,89.30000000000001,"Bear Creek Township, MI",Christian Contemporary,MI
1938,WUON,89.30000000000001,"Morris, IL",Christian Contemporary,IL
1939,WVTU,89.30000000000001,"Charlottesville, VA",Public Radio,VA
1940,WVWS,89.30000000000001,"Webster Springs, WV",Public Radio,WV
1941,WXMW,89.30000000000001,"Sycamore, OH",Religious,OH
1942,WXYC,89.30000000000001,"Chapel Hill, NC",College,NC
1943,WYPL,89.30000000000001,"Memphis, TN",Other,TN
1944,WYSM,89.30000000000001,"Lima, OH",Christian Contemporary,OH
1945,WYSZ,89.30000000000001,"Maumee, OH",Christian Contemporary,OH
1946,WYTJ,89.30000000000001,"Linton, IN",Religious,IN
1947,WZCP,89.30000000000001,"Chillicothe, OH",Christian Contemporary,OH
1948,WZNP,89.30000000000001,"Newark, OH",Christian Contemporary,OH
1949,WZRI,89.30000000000001,"Spring Lake, NC",Christian Contemporary,NC
1950,WZVK,89.30000000000001,"Glasgow, KY",Christian Contemporary,KY
1951,K204DX,89.50000000000001,"San Antonio, TX",Religious,TX
1952,K206CI,89.50000000000001,"Mooreland, OK",Christian Contemporary,OK
1953,K208AG,89.50000000000001,"Park City, UT",Public Radio,UT
1954,K208AH,89.50000000000001,"Weed, Etc., CA",Classical,CA
1955,K208AJ,89.50000000000001,"Delta, UT",Public Radio,UT
1956,K208AM,89.50000000000001,"Newport Beach, CA",Adult Album Alternative,CA
1957,K208AS,89.50000000000001,"Alamogordo, NM",Public Radio,NM
1958,K208AX,89.50000000000001,"Lakeview, OR",Classical,OR
1959,K208BB,89.50000000000001,"Laughlin, Etc., NV",Public Radio,NV
1960,K208BJ,89.50000000000001,"Weaverville, Etc., CA",Public Radio,CA
1961,K208BO,89.50000000000001,"Warsaw, MO",Christian Contemporary,MO
1962,K208BR,89.50000000000001,"Eureka, NV",Christian Contemporary,NV
1963,K208BS,89.50000000000001,"Bishop, CA",Christian Contemporary,CA
1964,K208BT,89.50000000000001,"Safford, AZ",Classical,AZ
1965,K208BX,89.50000000000001,"Livingston, Etc., MT",Public Radio,MT
1966,K208BY,89.50000000000001,"Moses Lake, WA",Religious,WA
1967,K208CA,89.50000000000001,"Parowan, UT",Public Radio,UT
1968,K208CB,89.50000000000001,"Harrison, NE",Public Radio,NE
1969,K208CC,89.50000000000001,"Cave Junction, OR",Classical,OR
1970,K208CG,89.50000000000001,"Oklahoma City, OK",Religious,OK
1971,K208CH,89.50000000000001,"Burlington, CO",Christian Contemporary,CO
1972,K208CK,89.50000000000001,"Scottsbluff, NE",Religious,NE
1973,K208CL,89.50000000000001,"Tribune, KS",Public Radio,KS
1974,K208CS,89.50000000000001,"Ogden, UT",Public Radio,UT
1975,K208DG,89.50000000000001,"Galveston, TX",Public Radio,TX
1976,K208DH,89.50000000000001,"Amarillo, TX",Christian Contemporary,TX
1977,K208DJ,89.50000000000001,"Great Falls, MT",Christian Contemporary,MT
1978,K208DP,89.50000000000001,"Nathrop, CO",Jazz,CO
1979,K208DQ,89.50000000000001,"Almont, CO",Christian Contemporary,CO
1980,K208DR,89.50000000000001,"Roswell, NM",Christian Contemporary,NM
1981,K208DS,89.50000000000001,"Cherokee, IA",Religious,IA
1982,K208DU,89.50000000000001,"Happy Camp, CA",Religious,CA
1983,K208DV,89.50000000000001,"Saint Cloud, MN",Christian Contemporary,MN
1984,K208DW,89.50000000000001,"De Ridder, LA",Religious,LA
1985,K208EC,89.50000000000001,"Silver Lake, OR",Religious,OR
1986,K208ED,89.50000000000001,"Deming, NM",Religious,NM
1987,K208EF,89.50000000000001,"Missoula, MT",Religious,MT
1988,K208EG,89.50000000000001,"Alamosa, CO",Religious,CO
1989,K208EK,89.50000000000001,"Parsons, KS",Religious,KS
1990,K208ET,89.50000000000001,"Tonopah, NV",Religious,NV
1991,K208EW,89.50000000000001,"Lovelock, NV",Christian Contemporary,NV
1992,K208EX,89.50000000000001,"Brandon, SD",Christian Contemporary,SD
1993,K208EY,89.50000000000001,"Wenatchee, WA",Religious,WA
1994,K208FB,89.50000000000001,"Burley, ID",Religious,ID
1995,K208FC,89.50000000000001,"Arabi, LA",Christian Contemporary,LA
1996,K208FD,89.50000000000001,"Elk City, OK",Christian Contemporary,OK
1997,K208FE,89.50000000000001,"Topeka, KS",Religious,KS
1998,K208FI,89.50000000000001,"Felt, OK",Religious,OK
1999,K208FM,89.50000000000001,"Pierre, SD",Religious,SD
2000,K208FN,89.50000000000001,"Burns, OR",Religious,OR
2001,K208FO,89.50000000000001,"Prairie Du Chien, WI",Religious,WI
2002,K208FS,89.50000000000001,"Fort Morgan, CO",Religious,CO
2003,K208FW,89.50000000000001,"Houma, LA",Christian Contemporary,LA
2004,K208FX,89.50000000000001,"Twisp, WA",Religious,WA
2005,K208FY,89.50000000000001,"Torrington, WY",Classical,WY
2006,K208GA,89.50000000000001,"Petaluma, CA",Religious,CA
2007,K208GD,89.50000000000001,"Grand Island, NE",Religious,NE
2008,K208GE,89.50000000000001,"Monterey, CA",Variety,CA
2009,K208GF,89.50000000000001,"Thermopolis, WY",Christian Contemporary,WY
2010,K208GJ,89.50000000000001,"Santa Cruz, CA",Public Radio,CA
2011,K208GK,89.50000000000001,"Hilo, HI",Religious,HI
2012,K208GM,89.50000000000001,"Falls City, NE",Public Radio,NE
2013,K208GP,89.50000000000001,"Hot Springs, AR",Religious,AR
2014,K210DU,89.50000000000001,"Saint George, Etc., UT",Christian Contemporary,UT
2015,K212FQ,89.50000000000001,"Salmon, ID",Religious,ID
2016,K213CK,89.50000000000001,"Montrose, CO",Religious,CO
2017,K219KZ,89.50000000000001,"Worland, WY",Christian Contemporary,WY
2018,KACU,89.50000000000001,"Abilene, TX",Public Radio,TX
2019,KADY,89.50000000000001,"Beryl Junction, UT",Unknown Format,UT
2020,KAIB,89.50000000000001,"Shafter, CA",Christian Contemporary,CA
2021,KAIH,89.50000000000001,"Lake Havasu City, AZ",Christian Contemporary,AZ
2022,KAVA,89.50000000000001,"Kimball, NE",Religious,NE
2023,KBAQ,89.50000000000001,"Phoenix, AZ",Classical,AZ
2024,KBBE,89.50000000000001,"Georgetown, CO",Classic Hits,CO
2025,KBES,89.50000000000001,"Ceres, CA",Ethnic,CA
2026,KBMJ,89.50000000000001,"Heber Springs, AR",Religious,AR
2027,KBMM,89.50000000000001,"Odessa, TX",Religious,TX
2028,KBPG,89.50000000000001,"Montevideo, MN",Religious,MN
2029,KCAC,89.50000000000001,"Camden, AR",College,AR
2030,KCFV,89.50000000000001,"Ferguson, MO",College,MO
2031,KCHD,89.50000000000001,"Chadron, NE",Unknown Format,NE
2032,KCJA,89.50000000000001,"Conway, IA",Religious,IA
2033,KCKJ,89.50000000000001,"Sarcoxie, MO",Christian Contemporary,MO
2034,KCNP,89.50000000000001,"Ada, OK",Native American,OK
2035,KDCB,89.50000000000001,"Coos Bay, OR",Religious,OR
2036,KDHH,89.50000000000001,"Kaibito, AZ",Unknown Format,AZ
2037,KDKO,89.50000000000001,"Lake Andes, SD",Native American,SD
2038,KEFS,89.50000000000001,"North Powder, OR",Christian Contemporary,OR
2039,KENW,89.50000000000001,"Portales, NM",Public Radio,NM
2040,KEPX,89.50000000000001,"Eagle Pass, TX",Spanish Christian,TX
2041,KEQX,89.50000000000001,"Stephenville, TX",Classic Country,TX
2042,KEWU,89.50000000000001,"Cheney, WA",Jazz,WA
2043,KFAA,89.50000000000001,"Horace, ND",Christian Contemporary,ND
2044,KGCB,89.50000000000001,"Wray, CO",Christian Contemporary,CO
2045,KGRU,89.50000000000001,"Burwell, NE",Christian Contemporary,NE
2046,KGVI,89.50000000000001,"Grangeville, ID",Religious,ID
2047,KGWO,89.50000000000001,"Ogallala, NE",Religious,NE
2048,KHCD,89.50000000000001,"Salina, KS",Public Radio,KS
2049,KHCF,89.50000000000001,"Morgan Hill, CA",Variety,CA
2050,KHKE,89.50000000000001,"Cedar Falls, IA",Classical,IA
2051,KHOF,89.50000000000001,"Lakeview, OR",Religious,OR
2052,KICO,89.50000000000001,"Rico, CO",Public Radio,CO
2053,KITA,89.50000000000001,"Iota, LA",Christian Contemporary,LA
2054,KJAI,89.50000000000001,"Ojai, CA",Public Radio,CA
2055,KJCC,89.50000000000001,"Carnegie, OK",Religious,OK
2056,KJVH,89.50000000000001,"Longview, WA",Religious,WA
2057,KJZA,89.50000000000001,"Drake, AZ",Spanish Christian,AZ
2058,KKBE,89.50000000000001,"Winchester, WY",Unknown Format,WY
2059,KKLY,89.50000000000001,"El Paso, TX",Christian Contemporary,TX
2060,KLCD,89.50000000000001,"Decorah, IA",Classical,IA
2061,KLFG,89.50000000000001,"Fort Dodge, IA",Christian Contemporary,IA
2062,KLND,89.50000000000001,"Little Eagle, SD",Native American,SD
2063,KLRI,89.50000000000001,"Rigby, ID",Christian Contemporary,ID
2064,KLUX,89.50000000000001,"Robstown, TX",Easy Listening,TX
2065,KLXD,89.50000000000001,"Victorville, CA",Christian Contemporary,CA
2066,KMFA,89.50000000000001,"Austin, TX",Classical,TX
2067,KMGS,89.50000000000001,"Anvik, AK",Public Radio,AK
2068,KMHV,89.50000000000001,"Kalona, IA",Religious,IA
2069,KMOC,89.50000000000001,"Wichita Falls, TX",Religious,TX
2070,KNCJ,89.50000000000001,"Reno, NV",Classical,NV
2071,KNHC,89.50000000000001,"Seattle, WA",Dance,WA
2072,KNIB,89.50000000000001,"Nikolai, AK",Public Radio,AK
2073,KNLH,89.50000000000001,"Cedar Hill, MO",Religious,MO
2074,KOKS,89.50000000000001,"Poplar Bluff, MO",Religious,MO
2075,KOPN,89.50000000000001,"Columbia, MO",Public Radio,MO
2076,KPBS,89.50000000000001,"San Diego, CA",Public Radio,CA
2077,KPFR,89.50000000000001,"Pine Grove, OR",Religious,OR
2078,KPJH,89.50000000000001,"Polson, MT",Public Radio,MT
2079,KPOO,89.50000000000001,"San Francisco, CA",Variety,CA
2080,KPPR,89.50000000000001,"Williston, ND",Public Radio,ND
2081,KPRA,89.50000000000001,"Ukiah, CA",Religious,CA
2082,KPRN,89.50000000000001,"Grand Junction, CO",Public Radio,CO
2083,KQAL,89.50000000000001,"Winona, MN",College,MN
2084,KQSI,89.50000000000001,"Sidney, NE",Religious,NE
2085,KRCI,89.50000000000001,"Pinetop-Lakeside, AZ",Religious,AZ
2086,KRKY,89.50000000000001,"Fort Laramie, WY",Classic Hits,WY
2087,KSKC,89.50000000000001,"Crooked Creek, AK",Public Radio,AK
2088,KSKO,89.50000000000001,"McGrath, AK",Public Radio,AK
2089,KSKP,89.50000000000001,"Sleetmute, AK",Public Radio,AK
2090,KSKQ,89.50000000000001,"Ashland, OR",Variety,OR
2091,KSMC,89.50000000000001,"Moraga, CA",College,CA
2092,KSOH,89.50000000000001,"Wapato, WA",Religious,WA
2093,KTCB,89.50000000000001,"Tillamook, OR",Public Radio,OR
2094,KTCF,89.50000000000001,"Dolores, CO",Christian Contemporary,CO
2095,KTEC,89.50000000000001,"Klamath Falls, OR",College,OR
2096,KTKF,89.50000000000001,"Tok, AK",Native American,AK
2097,KTME,89.50000000000001,"Reliance, WY",Christian Contemporary,WY
2098,KTOT,89.50000000000001,"Spearman, TX",Public Radio,TX
2099,KTSC,89.50000000000001,"Pueblo, CO",College,CO
2100,KTSY,89.50000000000001,"Caldwell, ID",Christian Contemporary,ID
2101,KUSR,89.50000000000001,"Logan, UT",Public Radio,UT
2102,KVLK,89.50000000000001,"Milan, NM",Christian Contemporary,NM
2103,KVMR,89.50000000000001,"Nevada City, CA",Variety,CA
2104,KVNE,89.50000000000001,"Tyler, TX",Christian Contemporary,TX
2105,KVRF,89.50000000000001,"Sutton, AK",Variety,AK
2106,KVUD,89.50000000000001,"Bay City, TX",Spanish Christian,TX
2107,KWCC,89.50000000000001,"Woodland Park, CO",Public Radio,CO
2108,KWGS,89.50000000000001,"Tulsa, OK",Public Radio,OK
2109,KYFL,89.50000000000001,"Monroe, LA",Religious,LA
2110,KYHK,89.50000000000001,"Kearney, NE",Religious,NE
2111,KYJM,89.50000000000001,"Nephi, UT",Unknown Format,UT
2112,KYPF,89.50000000000001,"Stanford, MT",Public Radio,MT
2113,KZCT,89.50000000000001,"Vallejo, CA",Variety,CA
2114,W208AE,89.50000000000001,"Mayaguez, PR",Spanish Christian,PR
2115,W208AF,89.50000000000001,"Nanticoke, Etc., PA",Religious,PA
2116,W208AO,89.50000000000001,"Bell Arthur, NC",Religious,NC
2117,W208AP,89.50000000000001,"Lynchburg, VA",Classical,VA
2118,W208AR,89.50000000000001,"Lake Placid, FL",Religious,FL
2119,W208AV,89.50000000000001,"San Jose, FL",Christian Contemporary,FL
2120,W208BA,89.50000000000001,"Myrtle Beach, SC",Religious,SC
2121,W208BC,89.50000000000001,"Corning, NY",Religious,NY
2122,W208BF,89.50000000000001,"Elkhart, IN",Christian Contemporary,IN
2123,W208BG,89.50000000000001,"Prestonsburg, KY",Variety,KY
2124,W208BN,89.50000000000001,"Christiansburg, VA",Religious,VA
2125,W208BR,89.50000000000001,"Wheeliing, WV",Religious,WV
2126,W208BV,89.50000000000001,"Mercer, WI",Religious,WI
2127,W208BX,89.50000000000001,"Roanoke, Etc., VA",Public Radio,VA
2128,W208BY,89.50000000000001,"Wabash, IN",Religious,IN
2129,W208BZ,89.50000000000001,"Okeechobee, FL",Religious,FL
2130,WAHS,89.50000000000001,"Auburn Hills, MI",Grade School (K-12),MI
2131,WAWN,89.50000000000001,"Franklin, PA",Religious,PA
2132,WAYJ,89.50000000000001,"Naples, FL",Christian Contemporary,FL
2133,WBCY,89.50000000000001,"Archbold, OH",Christian Contemporary,OH
2134,WBEW,89.50000000000001,"Chesterton, IN",Urban Contemporary,IN
2135,WBFR,89.50000000000001,"Birmingham, AL",Religious,AL
2136,WBSB,89.50000000000001,"Anderson, IN",Classical,IN
2137,WCLQ,89.50000000000001,"Wausau, WI",Christian Contemporary,WI
2138,WCMU,89.50000000000001,"Mount Pleasant, MI",Public Radio,MI
2139,WCNP,89.50000000000001,"Baraboo, WI",Classical,WI
2140,WCOF,89.50000000000001,"Arcade, NY",Christian Contemporary,NY
2141,WCVV,89.50000000000001,"Belpre, OH",Religious,OH
2142,WCWD,89.50000000000001,"Covington, LA",Unknown Format,LA
2143,WDPS,89.50000000000001,"Dayton, OH",Jazz,OH
2144,WDRK,89.50000000000001,"Laurium, MI",Adult Album Alternative,MI
2145,WDTP,89.50000000000001,"Huron Township, MI",Christian Contemporary,MI
2146,WEFI,89.50000000000001,"Effingham, IL",Religious,IL
2147,WEOS,89.50000000000001,"Geneva, NY",Public Radio,NY
2148,WETS,89.50000000000001,"Johnson City, TN",Public Radio,TN
2149,WFIT,89.50000000000001,"Melbourne, FL",Public Radio,FL
2150,WFOT,89.50000000000001,"Lexington, OH",Religious,OH
2151,WGRN,89.50000000000001,"Greenville, IL",College,IL
2152,WGSG,89.50000000000001,"Mayo, FL",Religious,FL
2153,WGTF,89.50000000000001,"Dothan, AL",Religious,AL
2154,WHCK,89.50000000000001,"Huntsville, TN",Unknown Format,TN
2155,WHRV,89.50000000000001,"Norfolk, VA",Public Radio,VA
2156,WHSS,89.50000000000001,"Hamilton, OH",Classic Rock,OH
2157,WHVY,89.50000000000001,"Coshocton, OH",Religious,OH
2158,WILB,89.50000000000001,"Boardman, OH",Religious,OH
2159,WITF,89.50000000000001,"Harrisburg, PA",Public Radio,PA
2160,WIUW,89.50000000000001,"Warsaw, IL",Public Radio,IL
2161,WJHW,89.50000000000001,"Mayodan, NC",Gospel Music,NC
2162,WJMU,89.50000000000001,"Decatur, IL",Alternative,IL
2163,WJRF,89.50000000000001,"Duluth, MN",Christian Contemporary,MN
2164,WKMT,89.50000000000001,"Fulton, KY",Public Radio,KY
2165,WKPB,89.50000000000001,"Henderson, KY",Public Radio,KY
2166,WLJV,89.50000000000001,"Spotsylvania, VA",Christian Contemporary,VA
2167,WLPS,89.50000000000001,"Lumberton, NC",Gospel Music,NC
2168,WMAE,89.50000000000001,"Booneville, MS",Public Radio,MS
2169,WMFV,89.50000000000001,"Cedar Creek, FL",Public Radio,FL
2170,WMIH,89.50000000000001,"Geneva, OH",Religious,OH
2171,WMOT,89.50000000000001,"Murfreesboro, TN",Americana,TN
2172,WNCK,89.50000000000001,"Nantucket, MA",Country,MA
2173,WNGU,89.50000000000001,"Dahlonega, GA",Public Radio,GA
2174,WNIJ,89.50000000000001,"Dekalb, IL",Public Radio,IL
2175,WNNU,89.50000000000001,"Great Barrington, MA",Classical,MA
2176,WNPW,89.50000000000001,"Westerly, RI",News/Talk,RI
2177,WNTE,89.50000000000001,"Mansfield, PA",College,PA
2178,WOFR,89.50000000000001,"Schoolcraft, MI",Religious,MI
2179,WOVI,89.50000000000001,"Novi, MI",Grade School (K-12),MI
2180,WPCS,89.50000000000001,"Pensacola, FL",Religious,FL
2181,WPKN,89.50000000000001,"Bridgeport, CT",Variety,CT
2182,WPMU,89.50000000000001,"Dubois, PA",Religious,PA
2183,WPRG,89.50000000000001,"Columbia, MS",Religious,MS
2184,WQAI,89.50000000000001,"Thomson, GA",Christian Contemporary,GA
2185,WQRP,89.50000000000001,"Dayton, OH",Spanish Christian,OH
2186,WRMO,89.50000000000001,"Howland, ME",Country,ME
2187,WRNF,89.50000000000001,"Selma, AL",Religious,AL
2188,WSCL,89.50000000000001,"Salisbury, MD",Classical,MD
2189,WSKB,89.50000000000001,"Westfield, MA",College,MA
2190,WSLU,89.50000000000001,"Canton, NY",Public Radio,NY
